array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
266026_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05980	transposable element gene	2	2313843	2314358
266027_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05820	transposable element gene	2	2220565	2220750
266028_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06000	Pentatricopeptide repeat (PPR) superfamily protein	2	2328007	2328592
266029_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05850	serine carboxypeptidase-like 38	2	2242793	2243296
266030_x_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05870	transposable element gene	2	2249103,2249141,2249243,2249327,2249403	2249530,2249700,2249814,2249903,2249974
266032_x_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05890	transposable element gene	2	2253946,2254006,2254094,2254303	2254381,2254504,2254590,2254735
266033_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05830	NagB/RpiA/CoA transferase-like superfamily protein	2	2230804,2230906,2231176	2231314,2231410,2231645
266034_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06005	FRIGIDA interacting protein 1	2	2334896,2334979,2335077,2335158,2335300,2335362,2335446	2335505,2335588,2335680,2335769,2335831,2335912,2335916
266035_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05990	NAD(P)-binding Rossmann-fold superfamily protein	2	2323793,2323833,2323922,2324033,2324109,2324160,2324261	2324312,2324393,2324450,2324543,2324641,2324722,2324853
266036_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05840;AT5G35590	[AT2G05840, 20S proteasome subunit PAA2];[AT5G35590, proteasome alpha subunit A1]	[AT2G05840, 2];[AT5G35590, 5]	[AT2G05840, 2234561,2234641,2234706,2234802,2234878,2234936];[AT5G35590, 13765616,13765658,13765836,13765931,13766675,13766757]	[AT2G05840, 2235019,2235101,2235408,2235503,2235693,2235735];[AT5G35590, 13766902,13766960,13767100,13767196,13767284,13767364]
266037_at	oligonucleotide	Arabidopsis thaliana	no	AT2G05940	Protein kinase superfamily protein	2	2287589	2287993
266038_at	oligonucleotide	Arabidopsis thaliana	no	AT2G07680	multidrug resistance-associated protein 11	2	3521816,3521974	3522056,3522471
266039_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G07739;ATMG00370	[AT2G07739, Ycf1 protein];[ATMG00370, Ycf1 protein]	[AT2G07739, 2];[ATMG00370, M]	[AT2G07739, 3495511];[ATMG00370, 104954]	[AT2G07739, 3495715];[ATMG00370, 105158]
266040_at	oligonucleotide	Arabidopsis thaliana	no	AT2G07738	unknown protein; Has 3 Blast hits to 3 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	3492439	3492637
266041_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G07736;ATMG00300	[AT2G07736, transposable element gene];[ATMG00300, Gag-Pol-related retrotransposon family protein]	[AT2G07736, 2];[ATMG00300, M]	[AT2G07736, 3480196];[ATMG00300, 89617]	[AT2G07736, 3480584];[ATMG00300, 90005]
266042_s_at	oligonucleotide	Arabidopsis thaliana	no	ATMG00290;AT2G07734	[ATMG00290, mitochondrial ribosomal protein S4];[AT2G07734, Alpha-L RNA-binding motif/Ribosomal protein S4 family protein]	[ATMG00290, M];[AT2G07734, 2]	[ATMG00290, 82048];[AT2G07734, 3472624]	[ATMG00290, 82575];[AT2G07734, 3473151]
266043_at	oligonucleotide	Arabidopsis thaliana	no	AT2G07724;ATMG00200	[AT2G07724, unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:ATMG00200.1); Has 7 Blast hits to 7 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 7; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).];[ATMG00200, hypothetical protein]	[AT2G07724, 2];[ATMG00200, M]	[AT2G07724, 3446395];[ATMG00200, 55768]	[AT2G07724, 3446708];[ATMG00200, 56081]
266044_s_at	oligonucleotide	Arabidopsis thaliana	no	ATMG00210;AT2G07725	[ATMG00210, ribosomal protein L5];[AT2G07725, Ribosomal L5P family protein]	[ATMG00210, M];[AT2G07725, 2]	[ATMG00210, 57775];[AT2G07725, 3448403]	[ATMG00210, 58273];[AT2G07725, 3448901]
266045_s_at	oligonucleotide	Arabidopsis thaliana	no	ATMG00220;AT2G07727	[ATMG00220, apocytochrome b];[AT2G07727, Di-haem cytochrome, transmembrane;Cytochrome b/b6, C-terminal]	[ATMG00220, M];[AT2G07727, 2]	[ATMG00220, 60818];[AT2G07727, 3451446]	[ATMG00220, 61363];[AT2G07727, 3451991]
266046_at	oligonucleotide	Arabidopsis thaliana	no	AT2G07728	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: cultured cell; Has 1 Blast hits to 1 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	3454668,3454830,3455153,3455234,3455705	3455797,3455880,3455954,3456054,3456096
266047_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40800	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G56430.1); Has 43 Blast hits to 43 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 41; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).	2	17024786,17024919,17025464	17025736,17026176,17026221
266048_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40790	C-terminal cysteine residue is changed to a serine 2	2	17023115,17023258,17023358,17023480	17023578,17023578,17023730,17023730
266049_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40780	Nucleic acid-binding, OB-fold-like protein	2	17021897,17021988,17022151,17022226	17022337,17022463,17022550,17022746
266050_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40770	zinc ion binding;DNA binding;helicases;ATP binding;nucleic acid binding	2	17013539,17013825,17013928	17014183,17014277,17014329
266051_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40760	Rhodanese/Cell cycle control phosphatase superfamily protein	2	17011420,17011510	17011588,17011962
266052_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40740	WRKY DNA-binding protein 55	2	16997485,16997622,16998377	16998508,16998976,16999198
266053_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40730	Protein kinase family protein with ARM repeat domain	2	16990941,16991047,16991145,16991212,16991324,16991393,16991483,16991582	16991720,16991795,16991904,16991978,16992304,16992357,16992541,16992597
266054_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40640	RING/U-box superfamily protein	2	16962491,16962697	16962793,16963096
266055_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40650	PRP38 family protein	2	16963590,16963957,16964429,16964502	16964598,16964718,16964809,16964839
266056_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40810	homolog of yeast autophagy 18C	2	17033293,17033402,17033475,17033724	17033981,17034104,17034248,17034338
266057_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40660	Nucleic acid-binding, OB-fold-like protein	2	16967723,16967835,16967936,16968026,16968149,16968217	16968321,16968412,16968571,16968634,16968762,16968829
266058_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40690	NAD-dependent glycerol-3-phosphate dehydrogenase family protein	2	16975017,16975058,16975165,16975252,16975463,16975610	16975742,16975891,16975985,16976134,16976227,16976232
266059_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40765	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, mitochondrial respiratory chain complex III; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 32 Blast hits to 32 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 32; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	17012301,17012417	17013025,17013080
266060_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18630	Protein of unknown function (DUF677)	2	8081833	8082308
266061_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18720	Translation elongation factor EF1A/initiation factor IF2gamma family protein	2	8114941,8115489	8115575,8115595
266062_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18730	diacylglycerol kinase 3	2	8120655,8120706,8120827,8120897,8121003,8121080	8121168,8121255,8121336,8121452,8121531,8121673
266063_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18760	chromatin remodeling 8	2	8132930	8133384
266064_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18780	F-box and associated interaction domains-containing protein	2	8136983	8137496
266065_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18790	phytochrome B	2	8143310,8143519	8143896,8144118
266066_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18800	xyloglucan endotransglucosylase/hydrolase 21	2	8145465,8145507	8145818,8146243
266067_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G31720;AT2G18810	[AT2G31720, Domain of unknown function (DUF313) ];[AT2G18810, Domain of unknown function (DUF313) ]	[AT2G31720, 2];[AT2G18810, 2]	[AT2G31720, 13485132];[AT2G18810, 8148037,8148376]	[AT2G31720, 13485741];[AT2G18810, 8149203,8149307]
266068_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18640	geranylgeranyl pyrophosphate synthase 4	2	8083764	8084328
266069_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18650	RING/U-box superfamily protein	2	8086860	8087449
266070_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18660	plant natriuretic peptide A	2	8091167,8091430	8091530,8091605
266071_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18680;AT2G18670	[AT2G18680, unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G18690.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).];[AT2G18670, RING/U-box superfamily protein]	[AT2G18680, 2];[AT2G18670, 2]	[AT2G18680, 8095076];[AT2G18670, 8095076]	[AT2G18680, 8095625];[AT2G18670, 8095625]
266072_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18700	trehalose phosphatase/synthase 11	2	8111125,8111367	8111449,8111774
266073_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18770	P-loop containing nucleoside triphosphate hydrolases superfamily protein	2	8135349,8135374,8135530,8135619,8135704	8135852,8135944,8136075,8136171,8136299
266074_at	oligonucleotide	Arabidopsis thaliana	no	AT2G18740	Small nuclear ribonucleoprotein family protein	2	8123354,8123375,8123476,8123502,8123602,8123664	8124386,8124464,8124552,8124597,8124701,8124706
266075_s_at	oligonucleotide	Arabidopsis thaliana	no	AT4G37680;AT4G38290;AT2G40710	[AT4G37680, heptahelical protein 4];[AT4G38290, Haemolysin-III related integral membrane protein];[AT2G40710, Haemolysin-III related integral membrane protein]	[AT4G37680, 4];[AT4G38290, 4];[AT2G40710, 2]	[AT4G37680, 17702518];[AT4G38290, 17943859];[AT2G40710, 16981087]	[AT4G37680, 17702568];[AT4G38290, 17943909];[AT2G40710, 16981137]
266076_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40700	P-loop containing nucleoside triphosphate hydrolases superfamily protein	2	16978638,16978674,16978774	16979020,16979117,16979249
266077_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40680	transposable element gene	2	16973322	16973710
266078_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40670	response regulator 16	2	16970264,16970420,16970502,16970587,16970685	16970762,16970843,16970913,16971024,16971119
266079_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37860	Protein of unknown function (DUF3411)	2	15857898,15858015,15858116,15858185	15858268,15858506,15858600,15858700
266080_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37840	Protein kinase superfamily protein	2	15855248,15855512,15855600	15855670,15855790,15855936
266081_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37840	Protein kinase superfamily protein	2	15852178,15852214,15852462,15852579,15852680,15852738,15852999,15853063	15853255,15853348,15853426,15853506,15853598,15853598,15853706,15853706
266082_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37830	pseudogene, glycine-rich protein	2	15849373	15849577
266083_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37820	Cysteine/Histidine-rich C1 domain family protein	2	15847858	15848406
266084_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37810	Cysteine/Histidine-rich C1 domain family protein	2	15845492	15845935
266085_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37800	Cysteine/Histidine-rich C1 domain family protein	2	15841047	15841614
266086_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38060	phosphate transporter 4;2	2	15922699,15922896,15923000,15923033	15923157,15923294,15923379,15923478
266087_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37790	NAD(P)-linked oxidoreductase superfamily protein	2	15840103,15840226,15840312	15840560,15840669,15840701
266088_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37780	Cysteine/Histidine-rich C1 domain family protein	2	15837475	15837984
266089_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38010	Neutral/alkaline non-lysosomal ceramidase	2	15909180,15909228	15909319,15909861
266090_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38000	chaperone protein dnaJ-related	2	15903322,15903699,15903779	15903904,15903996,15904009
266091_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37920	copper ion transmembrane transporters	2	15869322	15869856
266092_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37880	Protein of unknown function, DUF617	2	15860913	15861448
266093_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37990	ribosome biogenesis regulatory protein (RRS1) family protein	2	15901891,15901964,15902109,15902226,15902434	15902617,15902702,15902815,15902921,15903028
266094_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37975	Yos1-like protein	2	15891905	15892136
266095_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38050	3-oxo-5-alpha-steroid 4-dehydrogenase family protein	2	15921303,15921695	15921781,15921952
266096_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38020	vacuoleless1 (VCL1)	2	15910111,15910247,15910350,15910447,15910564	15910666,15910749,15910878,15910959,15911072
266097_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37970	SOUL heme-binding family protein	2	15891131	15891683
266098_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37870	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	2	15859298,15859610	15859707,15859707
266099_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38040	acetyl Co-enzyme a carboxylase carboxyltransferase alpha subunit	2	15920177	15920743
266100_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37980	O-fucosyltransferase family protein	2	15894215,15894414	15894491,15894814
266101_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37940	Arabidopsis Inositol phosphorylceramide synthase 2	2	15878184,15878198,15878301,15878372,15878455,15878515,15878616,15878715	15878799,15878894,15878992,15879038,15879138,15879244,15879337,15879360
266102_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40720	Tetratricopeptide repeat (TPR)-like superfamily protein	2	16989279	16989783
266103_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45140	plant VAP homolog 12	2	18611378,18611417,18611523,18611638,18611720,18611878	18611959,18612009,18612542,18612619,18612858,18612949
266104_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45150	cytidinediphosphate diacylglycerol synthase 4	2	18614387,18614511,18614634,18614758,18614840	18614973,18615058,18615173,18615256,18615312
266105_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45070	Preprotein translocase Sec, Sec61-beta subunit protein	2	18587214	18587417
266106_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45170	AUTOPHAGY 8E	2	18624738,18624762,18625155	18625207,18625307,18625519
266107_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37910	cation/hydrogen exchanger, putative (CHX21)	2	15868499	15868988
266108_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37900	Major facilitator superfamily protein	2	15864469	15864980
266109_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37890	Mitochondrial substrate carrier family protein	2	15862024,15862252,15862375,15862442,15862563	15862633,15862711,15862812,15862937,15862969
266110_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02080	indeterminate(ID)-domain 4	2	518379	518918
266111_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02061	Nucleotide-diphospho-sugar transferase family protein	2	498991,499416	499487,499557
266112_x_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02210;AT3G47260	[AT2G02210, transposable element gene];[AT3G47260, transposable element gene]	[AT2G02210, 2];[AT3G47260, 3]	[AT2G02210, 577405];[AT3G47260, 17406486,17406490,17406568,17406649,17407129]	[AT2G02210, 578602];[AT3G47260, 17407300,17407439,17407566,17407669,17407803]
266115_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02140	low-molecular-weight cysteine-rich 72	2	544805,544818	545012,545155
266116_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02180	tobamovirus multiplication protein 3	2	561616,561651,561741,561812,561892,561964,562051,562096	562363,562426,562511,562564,562706,562783,562869,562914
266117_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02170	Remorin family protein	2	556598,556801,556898	556979,557062,557370
266118_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02130	low-molecular-weight cysteine-rich 68	2	540072,540134	540238,540406
266119_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02100	low-molecular-weight cysteine-rich 69	2	528414,528460	528716,528851
266120_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02070	indeterminate(ID)-domain 5	2	508580	509154
266121_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02160	CCCH-type zinc finger family protein	2	553487	554004
266122_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02090	SNF2 domain-containing protein / helicase domain-containing protein	2	525996,526049,526147,526283	526374,526592,526722,526843
266123_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45180	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	2	18626386	18626735
266124_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45080	cyclin p3;1	2	18591757,18592079	18592167,18592433
266125_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45050	GATA transcription factor 2	2	18583159,18583173	18583267,18583764
266126_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45040	Matrixin family protein	2	18578137	18578720
266127_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G45332;AT2G45030	[AT1G45332, Translation elongation factor EFG/EF2 protein];[AT2G45030, Translation elongation factor EFG/EF2 protein]	[AT1G45332, 1];[AT2G45030, 2]	[AT1G45332, 17172543,17172665,17172743,17172803,17172885];[AT2G45030, 18575820,18575825,18575909,18576034,18576150]	[AT1G45332, 17173106,17173203,17173328,17173432,17173437];[AT2G45030, 18576371,18576462,18576522,18576598,18576720]
266129_at	oligonucleotide	Arabidopsis thaliana	no	AT2G44990	carotenoid cleavage dioxygenase 7	2	18560692	18561040
266130_at	oligonucleotide	Arabidopsis thaliana	no	AT2G44980	SNF2 domain-containing protein / helicase domain-containing protein	2	18552447,18552558,18552685,18552849	18552930,18553075,18553147,18553293
266131_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45160	GRAS family transcription factor	2	18618153	18618641
266132_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45130	SPX domain gene 3	2	18606643,18606695,18607143	18607293,18607375,18607722
266133_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45120	C2H2-like zinc finger protein	2	18604030	18604591
266134_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45110;AT1G65681	[AT2G45110, expansin B4];[AT1G65681, beta expansin 6]	[AT2G45110, 2];[AT1G65681, 1]	[AT2G45110, 18600397,18600553];[AT1G65681, 24429981,24430137]	[AT2G45110, 18600916,18601199];[AT1G65681, 24430346,24430629]
266135_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45100	Cyclin/Brf1-like TBP-binding protein	2	18595413,18595623,18595702,18595887	18595988,18596068,18596162,18596194
266136_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45060	Uncharacterised conserved protein UCP022280	2	18584677,18584763,18584907,18584965,18585089,18585153,18585244,18585296,18585745	18585828,18585920,18585972,18586063,18586140,18586223,18586289,18586419,18586451
266137_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45010	PLAC8 family protein	2	18568796,18568869,18569029	18569297,18569376,18569614
266138_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28060	5'-AMP-activated protein kinase beta-2 subunit protein	2	11950195	11950467
266139_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28085	SAUR-like auxin-responsive protein family 	2	11968200	11968543
266140_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28120	Major facilitator superfamily protein	2	11987080	11987624
266141_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02120	Scorpion toxin-like knottin superfamily protein	2	538345,538382	538673,538812
266142_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39030	Acyl-CoA N-acyltransferases (NAT) superfamily protein	2	16298360	16298926
266143_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38905	Low temperature and salt responsive protein family	2	16244218,16244301	16244392,16244463
266144_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12170	BEST Arabidopsis thaliana protein match is: Transcriptional factor B3 family protein (TAIR:AT2G24645.1); Has 18 Blast hits to 18 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 18; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	4890222,4890316,4890434,4890514	4890876,4890948,4891109,4891155
266147_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12230	pseudogene, C-1-tetrahydrofolate synthase,  blastp match of 91% identity and 2.9e-07 P-value to GP|9843502|emb|CAC03667.1||AL133260 dJ292B18.2 (novel protein similar to methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase (MTHFD1) (EC 1.5.1.5, EC 3.5.4.9, EC-TRUNCATED-	2	4909261	4909296
266148_x_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36460;AT2G12240;AT3G29730	[AT1G36460, transposable element gene];[AT2G12240, transposable element gene];[AT3G29730, transposable element gene]	[AT1G36460, 1];[AT2G12240, 2];[AT3G29730, 3]	[AT1G36460, 13735516];[AT2G12240, 4911127];[AT3G29730, 11561532]	[AT1G36460, 13736370];[AT2G12240, 4911981];[AT3G29730, 11562383]
266149_x_at	oligonucleotide	Arabidopsis thaliana	no	AT1G50850;AT2G12250	[AT1G50850, transposable element gene];[AT2G12250, transposable element gene]	[AT1G50850, 1];[AT2G12250, 2]	[AT1G50850, 18849109];[AT2G12250, 4913283]	[AT1G50850, 18849440];[AT2G12250, 4913614]
266150_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12290;AT4G19700	[AT2G12290, BEST Arabidopsis thaliana protein match is: SBP (S-ribonuclease binding protein) family protein (TAIR:AT4G19700.1); Has 66 Blast hits to 66 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 66; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).];[AT4G19700, SBP (S-ribonuclease binding protein) family protein]	[AT2G12290, 2];[AT4G19700, 4]	[AT2G12290, 4924259];[AT4G19700, 10713879]	[AT2G12290, 4924320];[AT4G19700, 10713940]
266151_x_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12300	transposable element gene	2	4926164	4926914
266152_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G32377;AT3G31908;AT2G12050	[AT3G32377, pseudogene, similar to aintegumenta-like protein, blastp match of 59% identity and 1.0e-09 P-value to GP|21304225|gb|AAL47210.1||AY062179 aintegumenta-like protein {Oryza sativa}];[AT3G31908, pseudogene, similar to aintegumenta-like protein, blastp match of 58% identity and 3.6e-07 P-value to GP|21304225|gb|AAL47210.1||AY062179 aintegumenta-like protein {Oryza sativa}];[AT2G12050, pseudogene, embryogenesis protein-related, similar to BABY BOOM (Arabidopsis thaliana) GI:21069057; contains a non-consensus AT-acceptor splice site.  This is very likely a pseudogene.; blastp match of 64% identity and 4.6e-09 P-value to GP|21304225|gb|AAL47210.1||AY062179 aintegumenta-like protein {Oryza sativa}]	[AT3G32377, 3];[AT3G31908, 3];[AT2G12050, 2]	[AT3G32377, 13312160];[AT3G31908, 12902815];[AT2G12050, 4857472]	[AT3G32377, 13312810];[AT3G31908, 12903465];[AT2G12050, 4858121]
266153_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12320	transposable element gene	2	4935776,4935841	4935894,4935908
266154_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12190	Cytochrome P450 superfamily protein	2	4892095	4892218
266156_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28110	Exostosin family protein	2	11978111,11978486	11978584,11978720
266157_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28100	alpha-L-fucosidase 1	2	11974805	11975270
266158_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28070	ABC-2 type transporter family protein	2	11958759,11958965,11959333	11959440,11959528,11959752
266159_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28030	Eukaryotic aspartyl protease family protein	2	11934304	11934709
266160_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28180	Cation/hydrogen exchanger family protein	2	12011062,12011464	12011566,12011690
266161_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28170	Cation/hydrogen exchanger family protein	2	12006387,12006817	12007012,12007159
266163_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28130	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).	2	11990119,11990221,11990317,11990389,11990503	11990694,11990792,11990912,11991016,11991236
266164_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28050	Pentatricopeptide repeat (PPR) superfamily protein	2	11938271	11938825
266165_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28190	copper/zinc superoxide dismutase 2	2	12014693,12014812,12015233,12015294,12015382,12015421,12015514,12015609	12015704,12015735,12015832,12015907,12016064,12016117,12016278,12016297
266166_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28080	UDP-Glycosyltransferase superfamily protein	2	11960794	11961362
266167_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38860	Class I glutamine amidotransferase-like superfamily protein	2	16233634,16233808,16234027	16234392,16234471,16234501
266168_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38870	Serine protease inhibitor, potato inhibitor I-type family protein	2	16236563,16236739	16237032,16237050
266169_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38900	Serine protease inhibitor, potato inhibitor I-type family protein	2	16243287,16243314	16243700,16243887
266170_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39050	hydroxyproline-rich glycoprotein family protein	2	16303832,16304026,16304375	16304497,16304869,16305083
